year,station_id,accumulate_precipitation
1989,USC00135796,8308.0
1989,USC00135952,6366.0
1989,USC00137147,5186.0
1989,USC00137161,4820.0
1989,USC00137979,5364.0
1989,USC00138296,6862.0
1989,USC00138688,7077.0
1989,USC00250070,4093.0
1989,USC00250130,2238.0
1989,USC00250375,5316.0
1989,USC00250420,4651.0
1989,USC00250435,6633.0
1989,USC00250622,5350.0
1989,USC00250640,3744.0
1989,USC00251145,2361.0
1989,USC00251200,5414.0
1989,USC00252020,6287.0
1989,USC00252100,4531.0
1989,USC00252205,4579.0
1989,USC00252820,6647.0
1989,USC00252840,5486.0
1989,USC00253035,5281.0
1989,USC00253175,6336.0
1989,USC00253185,4938.0
1989,USC00253365,4722.0
1989,USC00253615,3208.0
1989,USC00253630,3829.0
1989,USC00253660,6560.0
1989,USC00253715,3187.0
1989,USC00253735,5859.0
1989,USC00253910,5761.0
1989,USC00254110,4436.0
1989,USC00254440,4377.0
1989,USC00254900,4042.0
1989,USC00254985,5432.0
1989,USC00255080,5221.0
1989,USC00255310,4340.0
1989,USC00255470,2261.0
1989,USC00255565,6057.0
1989,USC00256040,4479.0
1989,USC00256135,4612.0
1989,USC00256570,6287.0
1989,USC00256970,909.0
1989,USC00257070,5166.0
1989,USC00257515,3537.0
1989,USC00257715,5888.0
1989,USC00258133,405.0
1989,USC00258395,6283.0
1989,USC00258465,6468.0
1989,USC00258480,5995.0
1989,USC00258915,4136.0
1989,USC00259090,7586.0
1989,USC00259510,6054.0
1989,USC00331072,8267.0
1989,USC00331152,11244.0
1989,USC00331541,10659.0
1989,USC00331592,11981.0
1989,USC00331890,11555.0
1989,USC00332098,7826.0
1989,USC00332119,9390.0
1989,USC00332791,8638.0
1989,USC00333375,11491.0
1989,USC00333758,12310.0
1989,USC00333780,9720.0
1989,USC00334189,9623.0
1989,USC00335041,12413.0
1989,USC00335297,9305.0
1989,USC00335315,9599.0
1989,USC00336118,8507.0
1989,USC00336196,10021.0
1989,USC00336600,11789.0
1989,USC00336781,13103.0
1989,USC00338313,7495.0
1989,USC00338534,7967.0
1989,USC00338552,9968.0
1989,USC00338769,11180.0
1989,USC00338822,8162.0
1989,USC00338830,12465.0
1989,USC00339312,10183.0
1990,USC00110072,11694.0
1990,USC00110187,14862.0
1990,USC00110338,12136.0
1990,USC00111280,12837.0
1990,USC00111436,13007.0
1990,USC00112140,13777.0
1990,USC00112193,13765.0
1990,USC00112348,10637.0
1990,USC00112483,14870.0
1990,USC00113335,11689.0
1990,USC00113879,5552.0
1990,USC00114108,14520.0
1990,USC00114198,13574.0
1990,USC00114442,13946.0
1990,USC00114823,12529.0
1990,USC00115079,6994.0
1990,USC00115326,11122.0
1990,USC00115515,14257.0
1990,USC00115712,12246.0
1990,USC00115768,12307.0
1990,USC00115833,9053.0
1990,USC00115901,11895.0
1990,USC00115943,14049.0
1990,USC00116446,9680.0
1990,USC00116526,11444.0
1990,USC00116558,13156.0
1990,USC00116579,11702.0
1990,USC00116610,13106.0
1990,USC00116910,12004.0
1990,USC00117551,13868.0
1990,USC00118147,13818.0
1990,USC00118740,13542.0
1990,USC00118916,13150.0
1990,USC00119241,11215.0
1990,USC00119354,12318.0
1990,USC00120177,13881.0
1990,USC00120200,12040.0
1990,USC00120676,13417.0
1990,USC00120784,12570.0
1990,USC00121030,16186.0
1990,USC00121229,14833.0
1990,USC00121425,14798.0
1990,USC00121747,12147.0
1990,USC00121873,14064.0
1990,USC00122149,12973.0
1990,USC00123418,13397.0
1990,USC00123513,13925.0
1990,USC00123527,14320.0
1990,USC00124008,14409.0
1990,USC00124181,11916.0
1990,USC00124837,15806.0
1990,USC00125237,15489.0
1990,USC00125337,12876.0
1990,USC00126001,12724.0
1990,USC00126580,12571.0
1990,USC00126705,12367.0
1990,USC00127125,14175.0
1990,USC00127298,13417.0
1990,USC00127482,15782.0
1990,USC00127522,16185.0
1990,USC00127646,14024.0
1990,USC00127755,12940.0
1990,USC00127875,14012.0
1990,USC00127935,12484.0
1990,USC00128036,14865.0
1990,USC00129080,14437.0
1990,USC00129113,15216.0
1990,USC00129253,15834.0
1990,USC00129511,11414.0
1990,USC00129557,13458.0
1990,USC00129670,11990.0
1990,USC00130112,11246.0
1990,USC00130133,7750.0
1990,USC00130600,11254.0
1990,USC00131402,10794.0
1990,USC00131533,8829.0
1990,USC00131635,12269.0
1990,USC00132724,6598.0
1990,USC00132789,10180.0
1990,USC00132864,9574.0
1990,USC00132977,9763.0
1990,USC00132999,9964.0
1990,USC00134063,10637.0
1990,USC00134142,9702.0
1990,USC00134735,6188.0
1990,USC00134894,7789.0
1990,USC00135769,10967.0
1990,USC00135796,10345.0
1990,USC00135952,11051.0
1990,USC00137147,7225.0
1990,USC00137161,8833.0
1990,USC00137979,10111.0
1990,USC00138296,11125.0
1990,USC00138688,10245.0
1990,USC00250070,7284.0
1990,USC00250130,3711.0
1990,USC00250375,6576.0
1990,USC00250420,7109.0
1990,USC00250435,6240.0
1990,USC00250622,6379.0
1990,USC00250640,5214.0
1990,USC00251145,4819.0
1990,USC00251200,4503.0
1990,USC00252020,6231.0
1990,USC00252100,4385.0
1990,USC00252205,5688.0
1990,USC00252820,7951.0
1990,USC00252840,6473.0
1990,USC00253035,7377.0
1990,USC00253175,6794.0
1990,USC00253185,8137.0
1990,USC00253365,4508.0
1990,USC00253615,3513.0
1990,USC00253630,5326.0
1990,USC00253660,7927.0
1990,USC00253715,3847.0
1990,USC00253735,7475.0
1990,USC00253910,4843.0
1990,USC00254110,3806.0
1990,USC00254440,6675.0
1990,USC00254900,3631.0
1990,USC00254985,6157.0
1990,USC00255080,6886.0
1990,USC00255310,4750.0
1990,USC00255470,3192.0
1990,USC00255565,4396.0
1990,USC00256040,6427.0
1990,USC00256135,6707.0
1990,USC00256570,6336.0
