yearstation_id,year,station_id,avg_max_temperature,avg_min_temperature
1985USC00250375,1985,USC00250375,153.3835616438356,33.37534246575343
1985USC00250420,1985,USC00250420,155.15890410958903,16.898630136986302
1985USC00250435,1985,USC00250435,168.67945205479452,43.95342465753425
1985USC00250622,1985,USC00250622,157.0986301369863,26.386301369863013
1985USC00250640,1985,USC00250640,190.08767123287672,23.567123287671233
1985USC00251145,1985,USC00251145,174.91232876712328,2.4273972602739726
1985USC00251200,1985,USC00251200,160.33972602739726,-1.5863013698630137
1985USC00252020,1985,USC00252020,166.92876712328768,38.42465753424658
1985USC00252100,1985,USC00252100,197.72137404580153,48.71863117870723
1985USC00252205,1985,USC00252205,149.17260273972602,27.18082191780822
1985USC00252820,1985,USC00252820,157.02191780821917,29.427397260273974
1985USC00252840,1985,USC00252840,159.0082191780822,38.25479452054795
1985USC00253035,1985,USC00253035,159.66575342465754,23.427397260273974
1985USC00253175,1985,USC00253175,164.92876712328768,40.394520547945206
1985USC00253185,1985,USC00253185,156.47671232876712,24.126027397260273
1985USC00253365,1985,USC00253365,157.07671232876712,18.805479452054794
1985USC00253615,1985,USC00253615,131.87123287671233,-13.487671232876712
1985USC00253630,1985,USC00253630,144.925,27.416666666666668
1985USC00253660,1985,USC00253660,156.8489010989011,35.214285714285715
1985USC00253715,1985,USC00253715,156.37808219178083,-10.810958904109588
1985USC00253735,1985,USC00253735,163.3095890410959,36.487671232876714
1985USC00253910,1985,USC00253910,153.95616438356166,38.326027397260276
1985USC00254110,1985,USC00254110,175.1068493150685,25.126027397260273
1985USC00254440,1985,USC00254440,155.6027397260274,-1.8379120879120878
1985USC00254900,1985,USC00254900,168.9825581395349,15.210958904109589
1985USC00254985,1985,USC00254985,154.0246575342466,3.249315068493151
1985USC00255080,1985,USC00255080,144.8082191780822,15.356164383561644
1985USC00255310,1985,USC00255310,167.42739726027398,17.476712328767125
1985USC00255470,1985,USC00255470,144.38922155688624,-26.526946107784433
1985USC00255565,1985,USC00255565,163.98356164383563,32.46027397260274
1985USC00256040,1985,USC00256040,152.94520547945206,23.432876712328767
1985USC00256135,1985,USC00256135,141.36164383561643,13.164383561643836
1985USC00256570,1985,USC00256570,173.34939759036143,58.66465256797583
1985USC00256970,1985,USC00256970,8.862068965517242,-142.31034482758622
1985USC00257070,1985,USC00257070,160.23901098901098,14.314049586776859
1985USC00257515,1985,USC00257515,146.49019607843138,30.649859943977592
1985USC00257715,1985,USC00257715,158.25479452054793,43.397260273972606
1985USC00258395,1985,USC00258395,163.4313186813187,30.324175824175825
1985USC00258465,1985,USC00258465,161.84383561643835,35.16164383561644
1985USC00258480,1985,USC00258480,186.87739463601534,67.71647509578544
1985USC00258915,1985,USC00258915,150.75342465753425,24.046575342465754
1985USC00259090,1985,USC00259090,150.6904109589041,35.48219178082192
1985USC00259510,1985,USC00259510,156.73698630136985,39.1945205479452
1985USC00331072,1985,USC00331072,149.37637362637363,34.9532967032967
1985USC00331152,1985,USC00331152,170.2,52.35342465753425
1985USC00331541,1985,USC00331541,160.14794520547946,37.26027397260274
1985USC00331592,1985,USC00331592,170.0109589041096,51.46027397260274
1985USC00331890,1985,USC00331890,167.9890410958904,45.78082191780822
1985USC00332098,1985,USC00332098,151.0949720670391,40.49441340782123
1985USC00332119,1985,USC00332119,157.986301369863,39.54246575342466
1985USC00332791,1985,USC00332791,150.06027397260274,45.54794520547945
1985USC00333375,1985,USC00333375,156.1123287671233,29.53972602739726
1985USC00333758,1985,USC00333758,164.73150684931508,60.21917808219178
1985USC00333780,1985,USC00333780,148.23691460055096,44.21978021978022
1985USC00334189,1985,USC00334189,156.76986301369863,49.62258953168044
1985USC00335041,1985,USC00335041,169.51232876712328,44.326027397260276
1985USC00335315,1985,USC00335315,160.8082191780822,35.04657534246575
1985USC00336118,1985,USC00336118,148.86027397260273,44.76438356164383
1985USC00336196,1985,USC00336196,150.59065934065933,39.367123287671234
1985USC00336600,1985,USC00336600,169.85479452054796,63.50684931506849
1985USC00336781,1985,USC00336781,186.23835616438356,42.45054945054945
1985USC00338313,1985,USC00338313,154.57894736842104,46.00555555555555
1985USC00338534,1985,USC00338534,152.43835616438355,40.47671232876712
1985USC00338552,1985,USC00338552,160.64931506849314,31.684931506849313
1985USC00338769,1985,USC00338769,158.34246575342465,32.16712328767123
1985USC00338822,1985,USC00338822,159.00555555555556,43.50824175824176
1985USC00338830,1985,USC00338830,186.65165165165166,49.912912912912915
1985USC00339312,1985,USC00339312,141.06027397260274,39.55068493150685
1986USC00110072,1986,USC00110072,126.96336996336996,21.761904761904763
1986USC00110187,1986,USC00110187,203.7445054945055,88.14835164835165
1986USC00110338,1986,USC00110338,154.08018867924528,33.693396226415096
1986USC00111280,1986,USC00111280,183.1972602739726,77.63013698630137
1986USC00111436,1986,USC00111436,180.29041095890412,75.4904109589041
1986USC00112140,1986,USC00112140,180.47252747252747,64.43835616438356
1986USC00112193,1986,USC00112193,174.2565789473684,55.63815789473684
1986USC00112348,1986,USC00112348,144.10461538461539,30.080838323353294
1986USC00112483,1986,USC00112483,198.2986301369863,83.02465753424657
1986USC00113335,1986,USC00113335,154.1123287671233,49.70958904109589
1986USC00113879,1986,USC00113879,207.586301369863,86.52602739726028
1986USC00114108,1986,USC00114108,191.5205479452055,69.38630136986302
1986USC00114198,1986,USC00114198,161.6317365269461,58.42814371257485
1986USC00114442,1986,USC00114442,178.86301369863014,52.032876712328765
1986USC00114823,1986,USC00114823,180.56379821958458,61.833827893175076
1986USC00115079,1986,USC00115079,168.44347826086957,55.76521739130435
1986USC00115326,1986,USC00115326,148.70958904109588,29.84109589041096
1986USC00115515,1986,USC00115515,191.76438356164383,74.38082191780822
1986USC00115712,1986,USC00115712,167.91780821917808,46.16164383561644
1986USC00115768,1986,USC00115768,169.26027397260273,58.1972602739726
1986USC00115833,1986,USC00115833,143.22754491017963,30.5748502994012
1986USC00115901,1986,USC00115901,148.82417582417582,16.46153846153846
1986USC00115943,1986,USC00115943,187.11780821917807,72.5123287671233
1986USC00116446,1986,USC00116446,183.4945054945055,74.55677655677655
1986USC00116526,1986,USC00116526,168.7245508982036,67.062874251497
1986USC00116558,1986,USC00116558,150.0,56.283018867924525
1986USC00116579,1986,USC00116579,184.37808219178083,64.3890410958904
1986USC00116610,1986,USC00116610,180.00274725274724,71.73901098901099
1986USC00116910,1986,USC00116910,175.81437125748502,66.36526946107784
1986USC00117551,1986,USC00117551,177.83098591549296,62.78223495702006
1986USC00118147,1986,USC00118147,201.2109589041096,87.76438356164384
1986USC00118740,1986,USC00118740,169.55616438356165,55.673972602739724
1986USC00118916,1986,USC00118916,153.2296918767507,39.03361344537815
1986USC00119241,1986,USC00119241,178.3379120879121,52.61538461538461
1986USC00119354,1986,USC00119354,174.7445054945055,68.3543956043956
1986USC00120177,1986,USC00120177,161.35890410958905,67.7095890410959
1986USC00120200,1986,USC00120200,142.93150684931507,35.75890410958904
1986USC00120676,1986,USC00120676,159.8794520547945,63.536986301369865
1986USC00120784,1986,USC00120784,180.7344262295082,79.88196721311475
1986USC00121030,1986,USC00121030,179.37260273972603,52.38356164383562
1986USC00121229,1986,USC00121229,162.64109589041095,49.41917808219178
1986USC00121425,1986,USC00121425,196.01098901098902,84.54395604395604
1986USC00121747,1986,USC00121747,174.95068493150686,64.88767123287671
1986USC00121873,1986,USC00121873,165.3846153846154,63.28021978021978
1986USC00122149,1986,USC00122149,173.1150684931507,62.28219178082192
1986USC00123418,1986,USC00123418,153.813698630137,54.95342465753425
1986USC00123513,1986,USC00123513,172.86301369863014,66.12876712328767
1986USC00123527,1986,USC00123527,175.27397260273972,62.86027397260274
1986USC00124008,1986,USC00124008,165.93698630136987,45.37808219178082
1986USC00124181,1986,USC00124181,160.19452054794522,48.49041095890411
1986USC00124837,1986,USC00124837,146.48767123287672,55.10958904109589
1986USC00125237,1986,USC00125237,195.1095890410959,81.71506849315068
1986USC00125337,1986,USC00125337,157.5972602739726,51.5972602739726
1986USC00126001,1986,USC00126001,198.32054794520548,83.56164383561644
1986USC00126580,1986,USC00126580,181.07397260273973,59.983561643835614
1986USC00126705,1986,USC00126705,203.91666666666666,85.22916666666667
1986USC00127125,1986,USC00127125,188.46301369863014,83.2958904109589
1986USC00127298,1986,USC00127298,158.6054794520548,54.75068493150685
1986USC00127482,1986,USC00127482,149.9065934065934,49.142857142857146
1986USC00127522,1986,USC00127522,188.90055248618785,66.42148760330579
1986USC00127646,1986,USC00127646,166.91780821917808,58.95342465753425
1986USC00127755,1986,USC00127755,188.48767123287672,75.05479452054794
1986USC00127875,1986,USC00127875,185.9313186813187,67.02472527472527
1986USC00127935,1986,USC00127935,175.94520547945206,63.61643835616438
1986USC00128036,1986,USC00128036,185.66575342465754,65.17260273972603
1986USC00129080,1986,USC00129080,193.64166666666668,76.8861111111111
1986USC00129113,1986,USC00129113,185.6931506849315,78.34246575342466
1986USC00129253,1986,USC00129253,190.64285714285714,83.86538461538461
1986USC00129511,1986,USC00129511,163.68301886792452,52.23863636363637
1986USC00129557,1986,USC00129557,170.77534246575343,50.73150684931507
1986USC00129670,1986,USC00129670,163.3890410958904,38.75068493150685
1986USC00130112,1986,USC00130112,162.98901098901098,59.85674931129476
1986USC00130133,1986,USC00130133,129.2986301369863,34.38356164383562
1986USC00130600,1986,USC00130600,152.72701949860723,44.86944444444445
1986USC00131402,1986,USC00131402,137.64066852367688,30.438356164383563
1986USC00131533,1986,USC00131533,172.03561643835616,56.05494505494506
1986USC00131635,1986,USC00131635,157.17808219178082,54.50958904109589
1986USC00132724,1986,USC00132724,135.1013698630137,21.405479452054795
1986USC00132789,1986,USC00132789,165.47527472527472,61.56712328767123
1986USC00132864,1986,USC00132864,139.84383561643835,29.257534246575343
1986USC00132977,1986,USC00132977,129.94520547945206,26.068870523415978
1986USC00132999,1986,USC00132999,153.0191780821918,40.827397260273976
1986USC00134063,1986,USC00134063,166.9943342776204,57.94900849858357
1986USC00134142,1986,USC00134142,146.14681440443212,37.26462395543175
1986USC00134735,1986,USC00134735,153.6904109589041,43.55068493150685
1986USC00134894,1986,USC00134894,170.04657534246576,46.4
1986USC00135769,1986,USC00135769,160.0376811594203,54.348837209302324
1986USC00135796,1986,USC00135796,159.94246575342467,56.967123287671235
1986USC00135952,1986,USC00135952,137.03287671232877,33.61369863013699
1986USC00137147,1986,USC00137147,150.09065934065933,14.475274725274724
1986USC00137161,1986,USC00137161,152.13150684931506,38.608219178082194
1986USC00137979,1986,USC00137979,139.5917808219178,22.576923076923077
1986USC00138296,1986,USC00138296,140.63835616438357,34.04683195592286
1986USC00138688,1986,USC00138688,168.3068493150685,59.863013698630134
1986USC00250070,1986,USC00250070,164.1068493150685,27.2
1986USC00250130,1986,USC00250130,185.33444816053512,36.68227424749164
1986USC00250375,1986,USC00250375,169.3095890410959,49.71506849315068
1986USC00250420,1986,USC00250420,168.9890410958904,36.88493150684931
1986USC00250435,1986,USC00250435,184.31506849315068,64.20547945205479
1986USC00250622,1986,USC00250622,181.0986301369863,51.43013698630137
1986USC00250640,1986,USC00250640,216.27123287671233,43.134246575342466
1986USC00251145,1986,USC00251145,188.73424657534247,24.852054794520548
1986USC00251200,1986,USC00251200,184.6,28.65753424657534
1986USC00252020,1986,USC00252020,183.86849315068494,60.23013698630137
1986USC00252100,1986,USC00252100,185.90934065934067,26.365384615384617
1986USC00252205,1986,USC00252205,169.3041095890411,45.78904109589041
1986USC00252820,1986,USC00252820,180.3945205479452,51.58904109589041
1986USC00252840,1986,USC00252840,172.013698630137,55.38630136986301
1986USC00253035,1986,USC00253035,185.93150684931507,47.1013698630137
1986USC00253175,1986,USC00253175,179.81095890410958,59.553424657534244
1986USC00253185,1986,USC00253185,176.13150684931506,39.83287671232877
1986USC00253365,1986,USC00253365,179.34246575342465,39.326027397260276
1986USC00253615,1986,USC00253615,143.72328767123287,5.594520547945206
1986USC00253630,1986,USC00253630,164.72602739726028,42.50684931506849
1986USC00253660,1986,USC00253660,178.27123287671233,49.92602739726028
1986USC00253715,1986,USC00253715,166.18082191780823,5.4301369863013695
1986USC00253735,1986,USC00253735,187.33972602739726,59.78630136986301
1986USC00253910,1986,USC00253910,181.32876712328766,57.16986301369863
1986USC00254110,1986,USC00254110,197.8082191780822,40.824657534246576
1986USC00254440,1986,USC00254440,171.6767123287671,16.997260273972604
1986USC00254900,1986,USC00254900,192.53150684931506,28.09041095890411
1986USC00254985,1986,USC00254985,174.04761904761904,38.26890756302521
1986USC00255080,1986,USC00255080,163.24109589041095,36.03013698630137
1986USC00255310,1986,USC00255310,194.36164383561643,34.66483516483517
1986USC00255470,1986,USC00255470,160.97808219178083,22.71232876712329
1986USC00255565,1986,USC00255565,192.32876712328766,51.56712328767123
1986USC00256040,1986,USC00256040,175.2219178082192,41.556164383561644
1986USC00256135,1986,USC00256135,160.7945205479452,31.03287671232877
1986USC00256570,1986,USC00256570,185.45535714285714,68.34821428571429
1986USC00256970,1986,USC00256970,175.79705882352943,23.14156626506024
1986USC00257070,1986,USC00257070,187.97260273972603,37.93150684931507
1986USC00257515,1986,USC00257515,167.51260504201682,44.56582633053221
1986USC00257715,1986,USC00257715,175.57260273972602,61.58904109589041
1986USC00258395,1986,USC00258395,184.18356164383562,50.99178082191781
1986USC00258465,1986,USC00258465,179.9945205479452,53.18356164383562
1986USC00258480,1986,USC00258480,163.73972602739727,46.032876712328765
1986USC00258915,1986,USC00258915,162.6986301369863,36.49315068493151
1986USC00259090,1986,USC00259090,166.82191780821918,54.6986301369863
1986USC00259510,1986,USC00259510,174.08516483516485,51.065934065934066
1986USC00331072,1986,USC00331072,153.7835616438356,48.21095890410959
1986USC00331152,1986,USC00331152,173.7945205479452,64.5041095890411
1986USC00331541,1986,USC00331541,166.23013698630137,47.391780821917806
1986USC00331592,1986,USC00331592,176.18082191780823,65.4876712328767
1986USC00331890,1986,USC00331890,170.73698630136985,58.93424657534246
1986USC00332098,1986,USC00332098,146.77777777777777,46.79008746355685
1986USC00332119,1986,USC00332119,161.25205479452055,51.05205479452055
1986USC00332791,1986,USC00332791,155.6821917808219,61.726027397260275
1986USC00333375,1986,USC00333375,160.95616438356166,41.73424657534247
1986USC00333758,1986,USC00333758,168.27945205479452,68.2
1986USC00333780,1986,USC00333780,148.58217270194987,48.008498583569406
1986USC00334189,1986,USC00334189,161.51232876712328,59.824657534246576
1986USC00335041,1986,USC00335041,175.3380681818182,54.52556818181818
1986USC00335315,1986,USC00335315,165.07123287671232,42.25205479452055
1986USC00336118,1986,USC00336118,148.7945205479452,51.31506849315068
1986USC00336196,1986,USC00336196,152.45479452054795,52.74794520547945
1986USC00336600,1986,USC00336600,174.25479452054793,70.42465753424658
1986USC00336781,1986,USC00336781,192.42424242424244,42.87123287671233
1986USC00338313,1986,USC00338313,156.25706214689265,53.596638655462186
1986USC00338534,1986,USC00338534,161.73579545454547,53.51002865329513
1986USC00338552,1986,USC00338552,159.23076923076923,47.967032967032964
1986USC00338769,1986,USC00338769,161.9972602739726,40.326027397260276
1986USC00338822,1986,USC00338822,167.5735294117647,51.12396694214876
1986USC00338830,1986,USC00338830,188.05571847507332,60.87096774193548
1986USC00339312,1986,USC00339312,150.86027397260273,51.31506849315068
1987USC00110072,1987,USC00110072,177.6027397260274,63.298630136986304
1987USC00110187,1987,USC00110187,209.49586776859505,87.23901098901099
1987USC00110338,1987,USC00110338,150.77341389728096,43.41017964071856
1987USC00111280,1987,USC00111280,190.1205479452055,79.47397260273972
1987USC00111436,1987,USC00111436,185.6904109589041,76.55890410958904
1987USC00112140,1987,USC00112140,182.07945205479453,66.6082191780822
1987USC00112193,1987,USC00112193,192.31593406593407,60.895604395604394
1987USC00112348,1987,USC00112348,155.46027397260275,50.26575342465753
1987USC00112483,1987,USC00112483,203.85205479452054,81.43561643835616
1987USC00113335,1987,USC00113335,167.1041095890411,58.224657534246575
1987USC00113879,1987,USC00113879,206.84530386740332,87.47091412742382
1987USC00114108,1987,USC00114108,198.5095890410959,79.71780821917808
1987USC00114198,1987,USC00114198,175.37260273972603,66.24931506849315
1987USC00114442,1987,USC00114442,187.23013698630137,59.14520547945205
1987USC00114823,1987,USC00114823,184.81917808219177,55.394520547945206
1987USC00115079,1987,USC00115079,197.90718562874252,68.79041916167665
1987USC00115326,1987,USC00115326,161.74794520547945,37.52054794520548
1987USC00115515,1987,USC00115515,200.95890410958904,74.7095890410959
1987USC00115712,1987,USC00115712,175.33698630136988,50.24109589041096
1987USC00115768,1987,USC00115768,185.0027397260274,62.75342465753425
1987USC00115833,1987,USC00115833,169.54520547945205,49.293150684931504
1987USC00115901,1987,USC00115901,164.61917808219178,26.764383561643836
1987USC00115943,1987,USC00115943,191.05479452054794,71.21917808219177
1987USC00116446,1987,USC00116446,213.8125,85.35197368421052
1987USC00116526,1987,USC00116526,164.64931506849314,62.72054794520548
1987USC00116558,1987,USC00116558,197.16164383561645,92.9041095890411
1987USC00116579,1987,USC00116579,193.44657534246576,68.33698630136986
1987USC00116610,1987,USC00116610,189.25205479452055,75.38082191780822
1987USC00116910,1987,USC00116910,171.13150684931506,56.153424657534245
1987USC00117551,1987,USC00117551,177.21100917431193,58.38198757763975
1987USC00118147,1987,USC00118147,207.56712328767122,88.89041095890411
1987USC00118740,1987,USC00118740,176.71506849315068,61.52876712328767
1987USC00118916,1987,USC00118916,170.73816155988857,49.54016620498615
1987USC00119241,1987,USC00119241,184.84109589041097,47.89041095890411
1987USC00119354,1987,USC00119354,181.3945205479452,71.14794520547945
1987USC00120177,1987,USC00120177,170.19283746556474,61.59228650137741
1987USC00120200,1987,USC00120200,152.13150684931506,42.69041095890411
1987USC00120676,1987,USC00120676,168.68493150684932,65.33424657534246
1987USC00120784,1987,USC00120784,183.37534246575342,75.55342465753425
1987USC00121030,1987,USC00121030,182.13698630136986,48.75890410958904
1987USC00121229,1987,USC00121229,170.42465753424656,48.18904109589041
1987USC00121425,1987,USC00121425,205.54790419161677,88.006006006006
1987USC00121747,1987,USC00121747,183.34520547945206,63.12602739726027
1987USC00121873,1987,USC00121873,184.67065868263472,69.63173652694611
1987USC00122149,1987,USC00122149,177.64187327823691,62.81369863013698
1987USC00123418,1987,USC00123418,160.15616438356165,59.00821917808219
1987USC00123513,1987,USC00123513,180.39178082191782,67.53698630136986
1987USC00123527,1987,USC00123527,188.7910447761194,70.31343283582089
1987USC00124008,1987,USC00124008,176.0137741046832,55.919770773638966
1987USC00124181,1987,USC00124181,169.97808219178083,48.83835616438356
1987USC00124837,1987,USC00124837,156.0082191780822,65.10989010989012
1987USC00125237,1987,USC00125237,202.36914600550963,79.07162534435261
1987USC00125337,1987,USC00125337,165.3232876712329,54.75616438356165
1987USC00126001,1987,USC00126001,197.83013698630137,85.54794520547945
1987USC00126580,1987,USC00126580,180.5402985074627,48.13731343283582
1987USC00126705,1987,USC00126705,235.45581395348836,108.95348837209302
1987USC00127125,1987,USC00127125,197.94520547945206,81.84931506849315
1987USC00127298,1987,USC00127298,166.45753424657534,58.4
1987USC00127482,1987,USC00127482,158.93698630136987,54.09315068493151
1987USC00127522,1987,USC00127522,187.27945205479452,70.43681318681318
1987USC00127646,1987,USC00127646,172.58516483516485,57.11538461538461
1987USC00127755,1987,USC00127755,193.86263736263737,70.48626373626374
1987USC00127875,1987,USC00127875,191.96712328767123,63.99452054794521
1987USC00127935,1987,USC00127935,184.3123287671233,61.66301369863014
1987USC00128036,1987,USC00128036,192.8131868131868,61.99178082191781
1987USC00129080,1987,USC00129080,200.1123287671233,72.04109589041096
1987USC00129113,1987,USC00129113,194.186301369863,77.7068493150685
1987USC00129253,1987,USC00129253,196.05753424657533,86.0
1987USC00129511,1987,USC00129511,186.7641196013289,68.68106312292359
1987USC00129557,1987,USC00129557,188.24725274725276,61.29120879120879
1987USC00129670,1987,USC00129670,164.6958904109589,55.48219178082192
1987USC00130112,1987,USC00130112,177.11944444444444,66.44166666666666
1987USC00130133,1987,USC00130133,158.413698630137,44.345205479452055
1987USC00130600,1987,USC00130600,172.45205479452054,53.90958904109589
1987USC00131402,1987,USC00131402,160.75616438356164,40.057534246575344
1987USC00131533,1987,USC00131533,180.57534246575344,53.70958904109589
1987USC00131635,1987,USC00131635,172.13424657534247,62.66849315068493
1987USC00132724,1987,USC00132724,141.937125748503,23.910179640718564
1987USC00132789,1987,USC00132789,183.55616438356165,66.60881542699724
1987USC00132864,1987,USC00132864,158.78082191780823,42.62191780821918
1987USC00132977,1987,USC00132977,153.43013698630136,39.64657534246575
1987USC00132999,1987,USC00132999,173.21703296703296,53.352617079889804
1987USC00134063,1987,USC00134063,168.9650655021834,52.930131004366814
1987USC00134142,1987,USC00134142,169.34254143646407,50.81767955801105
1987USC00134735,1987,USC00134735,172.4,53.556164383561644
1987USC00134894,1987,USC00134894,182.8876712328767,47.08516483516483
1987USC00135769,1987,USC00135769,180.1219512195122,62.18348623853211
1987USC00135796,1987,USC00135796,173.82739726027398,59.92857142857143
1987USC00135952,1987,USC00135952,155.95068493150686,48.41095890410959
1987USC00137147,1987,USC00137147,163.36752136752136,28.12876712328767
1987USC00137161,1987,USC00137161,169.56703910614524,49.96648044692738
1987USC00137979,1987,USC00137979,162.21369863013697,39.221917808219175
1987USC00138296,1987,USC00138296,161.27671232876713,45.54246575342466
1987USC00138688,1987,USC00138688,184.6109589041096,67.66849315068494
1987USC00250070,1987,USC00250070,173.2164383561644,26.70958904109589
